customer_id,customer_name,email,registration_date,customer_type
C0400,Monica Rogers,daisymccarty@example.net,2023-08-22,PREMIUM
C0401,Michelle Williams,jason15@example.com,2025-06-15,REGULAR
C0402,Heather Bennett,acosta@example.com,2025-08-18,VIP
C0403,Fernando Lynn,franciscojones@example.org,2023-11-28,REGULAR
C0404,Tom Spence,george62@example.net,2025-01-10,PREMIUM
C0405,Steve Moore,bbush@example.net,2024-01-09,REGULAR
C0406,Tammy Fernandez,jamie36@example.net,2026-05-27,VIP
C0407,Sara Hernandez,kenneth10@example.com,2025-02-15,REGULAR
C0408,Karen Davis,pattersonkelly@example.net,2024-06-21,VIP
C0409,Elizabeth Sanders,daniellerowland@example.com,2025-09-02,PREMIUM
C0410,James Lopez,christopher86@example.org,2023-10-13,PREMIUM
C0411,Brittany Horton,scott43@example.com,2024-01-02,VIP
C0412,Leah Spencer,barnettlindsey@example.com,2025-03-28,REGULAR
C0413,Cynthia Evans,rsheppard@example.com,2025-04-09,PREMIUM
C0414,Lisa Martinez,shawrachel@example.net,2025-07-02,VIP
C0415,Beth Henderson,stacyjackson@example.org,2026-07-01,REGULAR
C0416,Deanna Bartlett,oharris@example.org,2023-11-17,VIP
C0417,Kelly Stark,hughesray@example.com,2023-08-24,REGULAR
C0418,Lauren Hanna,jrodriguez@example.org,2024-01-07,REGULAR
C0419,Sheryl Humphrey,hartcraig@example.com,2024-09-18,REGULAR
C0420,Christopher Powell,kpena@example.net,2026-03-22,VIP
C0421,Patrick Mccall,vwilliams@example.net,2025-03-05,VIP
C0422,John Horton,morganlaura@example.com,2024-01-04,PREMIUM
C0423,Erica Daniel,dennismccann@example.com,2026-03-01,VIP
C0424,Olivia Camacho,lopezjason@example.com,2023-10-31,PREMIUM
C0425,Samuel Suarez,cameronmckinney@example.com,2023-09-18,VIP
C0426,Jesus Hull,jameswhitaker@example.org,2026-08-03,PREMIUM
C0427,Thomas Maldonado,joshuacolon@example.net,2024-08-14,REGULAR
C0428,Hannah Martin,tracy72@example.com,2024-09-09,VIP
C0429,Penny Lewis,mitchellpaul@example.org,2024-07-13,PREMIUM
C0430,Sharon Coffey,ericaadams@example.com,2026-06-29,REGULAR
C0431,Alejandra King,wellsdavid@example.org,2024-11-21,VIP
C0432,John Byrd,rodney65@example.com,2026-03-30,REGULAR
C0433,Dr. Sara Hoffman DDS,asilva@example.net,2024-10-17,VIP
C0434,Margaret Hensley MD,gabrielle71@example.com,2026-05-13,VIP
C0435,Rebekah Greene,jacob83@example.org,2026-05-27,REGULAR
C0436,Jason Price,erin07@example.com,2023-09-28,VIP
C0437,Rachel Knox,matthewreeves@example.net,2026-06-13,PREMIUM
C0438,John Figueroa,william28@example.org,2025-12-20,VIP
C0439,Henry Garner,staceylam@example.net,2024-11-24,PREMIUM
C0440,Edward York,vfrench@example.com,2025-08-04,PREMIUM
C0441,Steve Mason,delacruzbrandy@example.net,2026-06-27,PREMIUM
C0442,Brittany Gay,amoreno@example.org,2025-01-18,REGULAR
C0443,Mike Maxwell,dbenitez@example.org,2025-08-31,PREMIUM
C0444,Jesse Clark,crystal25@example.net,2024-04-22,PREMIUM
C0445,Jeffrey Jordan,tracygallagher@example.org,2025-06-01,PREMIUM
C0446,Jake Smith,creyes@example.net,2024-12-17,VIP
C0447,Michael Cooper,andrewsmith@example.net,2024-02-21,REGULAR
C0448,Angel Fry,reyesbrianna@example.org,2025-07-13,PREMIUM
C0449,Colin Vaughan,ryan25@example.com,2025-04-22,PREMIUM
C0450,Alex Wagner,perezjessica@example.org,2024-02-12,REGULAR
C0451,Joseph Williams,jennifer06@example.net,2023-10-18,VIP
C0452,Jeremy Martinez,valdezandrew@example.net,2024-08-31,REGULAR
C0453,Alexandra Fisher,nmiles@example.net,2024-01-08,PREMIUM
C0454,Lisa Campbell,cindy26@example.org,2024-01-17,PREMIUM
C0455,Valerie Howard,mgonzalez@example.com,2025-05-02,REGULAR
C0456,Karen Young,ethan87@example.org,2023-08-24,VIP
C0457,Travis Chan Jr.,meadowsmary@example.net,2024-01-09,PREMIUM
C0458,Brett Thompson,dawn74@example.com,2023-10-05,VIP
C0459,Samuel Zamora,michael56@example.net,2023-08-20,REGULAR
C0460,Tina Adams,elizabethjackson@example.com,2023-12-27,VIP
C0461,Jesus Houston,lisa21@example.com,2026-07-11,VIP
C0462,Michael Brown,pmarsh@example.org,2024-04-08,VIP
C0463,Catherine James,perrybrittanyexample.net,2025-02-12,PREMIUM
C0464,Bianca Knapp,huffmannichole@example.net,2024-01-27,REGULAR
C0465,Alexandria Oneill,ealexander@example.com,2025-10-28,REGULAR
C0466,Melissa Montgomery,tiffanysantiago@example.com,2025-06-07,REGULAR
C0467,Ryan Grant,timothyalvarado@example.net,2026-03-14,VIP
C0468,Sarah Booth,smithsarah@example.net,2023-11-29,VIP
C0469,Daniel Schneider,vflores@example.com,2025-04-22,PREMIUM
C0470,Scott West,christianwallace@example.net,2024-02-05,REGULAR
C0471,Andrew Dunn,bmcgee@example.org,2023-12-24,REGULAR
C0472,Tiffany Cox,pamela83@example.net,2023-10-28,VIP
C0473,Michelle Cox,meganrivera@example.net,2025-07-07,REGULAR
C0474,Ronald Brandt,davisdonna@example.org,2024-10-31,PREMIUM
C0475,Mitchell Griffith,jacqueline02@example.com,2024-01-18,PREMIUM
C0476,Roger Lee,cheryl31@example.com,2025-01-10,VIP
C0477,Leah Barton,shermanbrandon@example.net,2025-07-04,REGULAR
C0478,April Fitzgerald,gbarrett@example.org,2025-12-11,PREMIUM
C0479,Susan Holt,eroberson@example.net,2024-04-30,VIP
C0480,Kathy Cruz,dalesandoval@example.net,2026-03-08,PREMIUM
C0481,Casey Gutierrez,joshuastuart@example.com,2026-07-27,PREMIUM
C0482,Kristen Robinson,megan85@example.net,2024-06-25,PREMIUM
C0483,Mallory Page,glenda22@example.net,2025-02-02,VIP
C0484,Paul Skinner,qaguilar@example.net,2024-10-22,PREMIUM
C0485,Charles Santiago,hstokes@example.org,2024-06-10,VIP
C0486,Ryan Vaughn,karen24@example.net,2024-11-05,PREMIUM
C0487,Sean Stevenson,karenjohnson@example.com,2024-07-18,PREMIUM
C0488,Matthew House,yyoung@example.net,2025-03-29,VIP
C0489,Amy Manning,rfrye@example.com,2024-06-15,PREMIUM
C0490,Holly Chapman,ogreer@example.net,2026-02-27,VIP
C0491,William Jones,kimberlybrandt@example.com,2024-04-30,VIP
C0492,Christopher Singleton,bennettroy@example.net,2023-08-13,PREMIUM
C0493,Linda Ayala,steven20@example.org,2026-04-02,REGULAR
C0494,Michael Fox,tracy98@example.com,2024-05-16,VIP
C0495,Anna Walker,hartmanerik@example.net,2024-07-01,REGULAR
C0496,Yesenia Colon,mark43@example.net,2026-05-09,PREMIUM
C0497,Lisa Oliver,wilsonmichael@example.org,2023-10-05,PREMIUM
C0498,Diane Pruitt,patrick16example.com,2025-03-09,REGULAR
C0499,Jose Vaughan,stucker@example.net,2024-04-21,VIP
C0500,Sharon Coleman,simsjason@example.net,2024-01-13,REGULAR
